SUC;SO-·Bus 39/G-G1;SO-·Bus 37/G-G8;SO-·Bus 32/G-G3;SO-·Bus 34/G-G5;SO-·Bus 31/G-G2;SO-·Bus 33/G-G4;SO-·Bus 36/G-G7;SO-·Bus 38/G-G9;SO-·Bus 35/G-G6;SO-·Bus 25/L-Load_Bus_25;SO-·Bus 3/L-Load 3;SO-·Bus 39/L-Load_39;SO-·Bus 26/L-Load_26;SO-·Bus 12/L-Load_12;SO-·Bus 16/L-Load_16;SO-·Bus 7/L-Load_7;SO-·Bus 27/L-Load_27;SO-·Bus 31/L-Load 31;SO-·Bus 4/L-Load_4;SO-·Bus 29/L-Load_29;SO-·Bus 18/L-Load_18;SO-·Bus 24/L-Load_24;SO-·Bus 15/L-Load_15;SO-·Bus 28/L-Load_28;SO-·Bus 23/L-Load_23;SO-·Bus 20/L-Load_20;SO-·Bus 21/L-Load_21;SO-·Bus 8/L-Load_8;SO-·Bus 30/G-G10
SUC;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0
566;999.9982;539.9982;649.9982;0;299.9982;599.63873;55;829.9982;649.9982;149.82966;262.87777;209.91096;87.38072;313.35716;938.02318;144.15025;214.03386;6.00074;337.0326;243.50257;94.1293;209.17339;215.05831;165.52613;144.4116;222.04534;517.75645;5.83976;-55.0018
567;328.87471;539.9982;649.9982;0;299.9982;631.9982;-35;829.9982;649.9982;151.43668;190.17914;191.00247;98.05712;336.87315;656.82821;179.91148;212.29428;5.50612;287.04833;206.84042;110.89537;203.6464;185.60496;147.91756;200.22778;223.14193;505.63567;5.85147;284.9982
568;999.9982;493.85173;649.9982;0;299.9982;631.9982;-15;829.9982;649.9982;145.21145;234.87766;213.90613;113.80133;422.91846;836.23836;179.91232;176.35885;5.55229;384.28503;170.56924;121.55859;240.90115;183.74657;165.11641;160.53906;197.79781;507.08146;6.15093;14.9982
569;180.90252;0;649.9982;507.9982;0;631.9982;605;829.9982;649.9982;143.4622;259.64347;228.23478;83.10242;300.23205;632.51469;182.59991;173.54209;6.6235;303.06816;191.15702;128.62466;252.64358;227.79031;171.21833;169.21286;202.51854;516.2888;4.8798;204.9982
570;999.9982;0;0;507.9982;299.9982;631.9982;525;451.31978;649.9982;137.42436;195.91532;258.51849;104.92531;378.42525;792.22325;162.26814;245.77451;7.8078;326.44991;216.41807;122.75389;233.51461;204.52428;132.20469;181.47168;167.07858;392.57501;5.7284;284.9982
571;999.9982;238.57244;649.9982;507.9982;0;631.9982;25;829.9982;649.9982;146.49505;265.58747;254.49924;98.50423;440.18786;667.29566;154.35356;222.05197;7.50642;360.38779;182.50905;108.50325;207.42346;232.20507;129.94967;177.36487;208.21878;552.67127;4.45616;-25.0018
572;487.50096;539.9982;649.9982;507.9982;0;631.9982;-15;829.9982;649.9982;181.91122;277.71325;261.53019;106.9817;411.35377;641.36622;152.87709;215.06424;7.37456;390.76367;244.6123;98.57099;256.8462;268.42254;176.31749;177.71338;174.94368;409.44544;4.52811;264.9982
573;999.9982;539.9982;520.91898;507.9982;299.9982;0;575;0;649.9982;135.69324;216.11342;262.11325;97.23816;427.68922;698.23903;152.7749;199.8984;6.34782;349.02885;176.49666;124.95551;176.43254;213.84561;155.7838;172.03766;160.18045;513.99112;5.18034;234.9982
574;76.35314;539.9982;649.9982;507.9982;0;631.9982;45;829.9982;649.9982;122.84613;239.31729;227.58351;84.47523;364.8723;591.29881;173.72725;180.07118;6.23611;266.52617;181.87122;85.58335;196.00033;225.93295;113.04382;193.63651;180.43426;372.37478;4.32069;-45.0018
575;0;0;649.9982;507.9982;299.9982;631.9982;570;377.7833;649.9982;127.62493;180.35654;196.6063;102.97764;334.45998;755.51792;151.20208;146.90893;6.60317;365.56484;204.1105;88.31866;230.68838;199.71861;120.59238;154.27072;163.3717;316.91406;4.96237;239.9982
576;999.9982;0;649.9982;0;299.9982;631.9982;-15;250.65318;649.9982;145.425;182.58378;185.95397;75.52519;360.50203;622.81697;160.78553;186.572;5.70762;240.70103;185.67186;74.74665;201.5166;220.18935;133.59339;174.76366;185.87726;311.86392;4.66986;264.9982
577;999.9982;539.9982;549.41679;0;0;0;535;829.9982;0;142.20937;175.22368;219.7899;66.80074;303.25741;645.11565;136.82807;164.65132;5.02668;295.36883;135.99621;93.96822;187.06635;156.52654;97.47352;148.78034;142.68269;290.58785;3.84133;24.9982
578;0;539.9982;649.9982;0;0;631.9982;580;172.47423;649.9982;115.93772;154.8836;165.13018;84.44736;280.32714;699.21569;119.09937;146.4897;5.91373;306.50057;176.87222;74.76506;158.42418;152.76399;98.24404;124.95909;171.04253;347.10106;4.62396;229.9982
579;832.33483;539.9982;0;0;299.9982;631.9982;515;0;0;101.62884;174.10456;165.67894;73.62203;243.45296;521.83104;101.36634;171.8059;4.42726;294.35534;164.74665;76.46904;170.88496;168.48084;94.21711;131.24573;119.84766;270.83301;4.273;294.9982
580;999.9982;539.9982;0;507.9982;299.9982;0;590;0;124.23493;138.30652;155.02901;189.98721;67.74985;293.73663;655.82454;102.25489;133.11015;4.86637;233.08109;122.81489;90.26603;175.4088;150.31324;90.52455;132.4103;148.9421;329.37077;3.88221;219.9982
581;999.9982;0;649.9982;507.9982;299.9982;631.9982;-20;271.68827;0;116.22375;200.56696;169.50262;62.39903;230.40122;550.67468;150.74977;175.74015;4.00419;302.50929;134.128;80.62336;176.38978;188.27504;103.07211;111.53393;162.72801;372.39493;3.85776;19.9982
582;999.9982;0;649.9982;507.9982;299.9982;0;550;463.84988;0;109.09962;183.32552;211.39962;79.96442;319.2667;743.73978;142.84698;144.83225;5.85075;287.53424;143.36827;83.81041;204.92757;181.54891;125.3175;133.35794;166.04848;387.99154;4.44762;259.9982
583;999.9982;0;649.9982;507.9982;0;395.83816;-5;829.9982;649.9982;167.38365;239.74813;189.30269;90.16783;270.61736;679.13286;141.47787;193.72256;6.73247;351.43475;164.44138;104.84572;209.3419;210.9684;131.95035;142.23149;178.42713;478.7839;4.0346;4.9982
584;858.64899;0;649.9982;0;299.9982;631.9982;515;829.9982;649.9982;155.37935;203.39582;256.95252;114.00866;408.88365;808.27061;178.23277;194.11777;7.2667;413.54359;165.30703;116.27355;191.65803;196.35708;163.87226;197.12528;183.87536;433.22325;5.05162;44.9982
585;999.9982;539.9982;649.9982;0;299.9982;71.23515;-35;829.9982;649.9982;146.08188;257.52875;218.27811;95.55549;307.8382;790.85431;178.88079;198.23903;6.89614;348.90157;171.45968;123.72588;235.17414;239.78375;160.14322;146.10755;164.31354;411.5037;5.82931;284.9982
586;0;540;650;508;0;632;545;830;559.08357;145.23507;242.30594;187.35532;85.66226;426.86476;861.19157;165.25897;186.83988;5.44421;412.86545;227.37959;128.29755;205.67261;199.16616;125.2525;201.67397;199.85011;428.98673;4.97359;265.16051
587;862.7939;0;649.9982;507.9982;0;0;505;829.9982;649.9982;142.05212;190.7821;198.92551;111.95241;326.78815;762.22522;186.49206;173.73644;6.37596;341.72609;208.08246;109.54389;234.85107;222.03405;159.57899;203.79863;163.60754;477.61725;6.10038;304.9982
588;748.70531;539.9982;649.9982;0;299.9982;631.9982;20;829.9982;649.9982;140.04194;238.01433;253.6133;92.2701;408.7076;725.30944;145.76518;237.90439;7.09846;307.89798;238.33666;91.71107;252.18063;195.22871;124.03365;150.15751;193.4255;458.9694;4.73328;-20.0018
589;999.9982;0;649.9982;0;299.9982;631.9982;540;829.9982;375.80267;166.31146;187.02897;257.37422;93.2345;386.80571;658.09115;167.48634;180.58271;6.25628;347.43751;235.56562;123.26095;178.5257;198.9985;135.94255;182.01412;225.91008;526.98609;4.74094;19.9982
590;999.9982;4.08933;649.9982;0;0;631.9982;575;829.9982;649.9982;182.39063;223.92314;200.47347;100.26352;398.53681;841.91487;165.82298;174.4057;6.85755;401.38497;177.07101;127.5023;235.79603;184.56925;126.1562;154.35521;171.1708;363.52871;5.14267;-15.0018
591;999.9982;539.9982;649.9982;0;0;631.9982;-5;758.27229;649.9982;170.50013;264.36759;200.28509;80.07077;303.2676;745.4795;159.96058;203.8388;6.11265;388.59882;214.99588;102.81892;182.86722;240.96591;167.68831;164.19135;174.59402;371.06012;5.6643;4.9982
592;999.9982;539.9982;0;507.9982;0;631.9982;510;245.06415;649.9982;126.17902;216.21896;245.29754;107.46181;349.7896;640.02788;145.39032;163.47271;7.29;330.34415;224.86195;127.59362;208.53594;258.35577;136.54511;173.42896;187.72902;400.81306;4.65081;49.9982
593;999.9982;539.9982;0;507.9982;299.9982;631.9982;50;302.7889;649.9982;141.81963;184.52149;221.19352;89.84371;339.09462;690.10862;132.56624;155.74754;6.04262;395.69658;161.88987;96.64256;234.12147;245.91578;133.39726;151.95065;215.50518;498.98401;5.73385;199.9982
594;999.9982;539.9982;649.9982;507.9982;0;631.9982;-40;429.04025;649.9982;149.34533;190.72125;254.4427;110.38455;329.11534;919.61603;192.93242;222.43843;5.37772;406.88937;208.6304;115.41726;172.83665;253.53832;139.43684;195.01353;212.10051;483.86737;5.58426;289.9982
595;854.13008;100;649.9982;0;299.9982;0;610;829.9982;549.9982;152.9044;245.91527;199.79941;95.94244;369.93986;706.90918;267.04907;230.0483;6.02779;358.8196;171.17831;95.4124;200.92171;203.78066;137.67108;140.1884;164.43528;261.82642;5.08523;199.9982
596;999.9982;0;649.9982;507.9982;299.9982;0;550;625.12303;649.9982;125.32869;221.51344;238.72072;96.9212;319.66908;820.03734;153.34871;195.12044;5.96975;282.56683;212.19432;129.56265;210.72721;197.19742;137.23829;182.8383;195.2497;478.79552;5.94629;9.9982
597;999.9982;539.9982;0;507.9982;0;631.9982;610;0;401.36279;171.08913;185.22352;239.78802;93.13744;369.27397;652.14138;129.19318;173.63903;4.97714;293.23498;188.46955;94.65582;240.46962;187.67504;126.08562;134.80872;170.71561;355.24801;5.23755;199.9982
598;999.9982;539.9982;0;0;299.9982;631.9982;10;580.19657;649.9982;164.18401;176.20967;201.21064;96.66401;265.52903;649.6944;160.09654;206.30722;5.12786;359.81581;203.99065;118.55072;168.42765;239.61005;152.9211;180.75457;154.55494;366.2881;4.7673;239.9982
599;899.9982;539.9982;265.04764;507.9982;0;0;545;800.9982;0;159.78212;172.99664;161.76177;90.22212;263.00104;680.80779;114.51745;187.94481;5.2641;333.3998;166.03286;80.20882;177.87757;211.59329;144.69906;177.11924;132.5189;366.04624;4.647;14.9982
600;999.9982;539.9982;0;507.9982;299.9982;631.9982;570;0;241.20968;149.03749;199.22289;199.65892;75.03443;349.92662;648.26161;112.24222;165.52308;4.49986;282.25573;190.00817;99.3653;189.43731;175.96692;109.82005;149.69362;180.80714;422.04069;4.26802;-10.0018
601;999.9982;539.9982;0;507.9982;299.9982;0;525;0;85.43595;122.12148;191.93439;182.85873;65.57638;305.69514;578.81769;139.38341;121.73177;5.68655;269.83683;125.17223;69.37719;174.44691;141.83745;131.36807;109.90841;156.3347;283.10537;4.64822;284.9982
602;999.9982;0;649.9982;507.9982;299.9982;0;550;88.08364;0;107.88684;171.89672;187.35853;60.47399;303.39413;574.08109;142.95707;152.24839;4.22375;286.77378;139.76683;86.2706;161.7524;191.95075;114.49014;111.40998;124.68164;365.49287;3.17036;259.9982
603;999.9982;539.9982;649.9982;0;0;0;-35;60.08588;649.9982;120.9895;131.68964;178.23885;75.50425;264.92389;570.77301;122.7515;132.4714;4.97777;273.71345;117.85146;67.21465;164.16194;179.06656;95.67424;136.85722;125.30436;322.98965;3.16788;284.9982
604;0;539.9982;649.9982;0;299.9982;0;545;450.36742;649.9982;114.89116;161.37251;198.3316;58.4603;301.07833;458.68347;105.81564;154.17682;5.09685;307.88241;164.42727;84.27064;138.48088;167.80012;99.82577;129.80513;122.15068;312.75789;3.2898;14.9982
605;726.52604;0;649.9982;0;299.9982;0;-20;829.9982;649.9982;104.45141;190.30709;193.80656;79.78451;279.37492;528.00503;114.67561;136.24837;4.33163;254.39264;129.51119;72.0233;170.11376;147.34533;108.70821;146.35513;141.19157;289.59657;4.41233;19.9982
606;50;539.9982;501.92096;0;299.9982;631.9982;50;829.9982;649.9982;227.9303;247.07744;210.41342;80.49129;314.82917;662.41929;111.53796;178.13347;4.86948;280.58035;158.11928;88.12269;205.02797;157.39151;131.02174;130.24856;142.93619;300.1538;4.89487;150.0018
607;999.9982;539.9982;0;507.9982;0;631.9982;610;0;403.23488;128.32634;206.81734;176.08848;98.66126;285.68991;570.97652;135.27604;184.73196;5.44343;292.33313;164.17426;100.00279;156.73782;185.43443;116.1089;177.96843;159.98275;422.65796;4.38893;-50.0018
608;999.9982;539.9982;0;507.9982;0;631.9982;540;0;591.28117;134.59096;204.58622;243.57747;78.17312;339.03258;745.98827;175.64878;163.9112;6.79791;348.38841;163.99388;97.58509;186.33155;218.78451;157.58421;173.29525;161.13054;396.95748;4.90039;269.9982
609;999.9982;539.9982;649.9982;0;0;0;575;537.40507;649.9982;156.07887;254.64949;260.17692;83.5876;384.44092;788.44977;153.9013;165.00384;5.14059;336.19367;161.70833;108.8102;213.23397;183.80681;131.9051;169.81133;191.01458;351.47587;5.91169;234.9982
610;999.9982;539.9982;649.9982;507.9982;299.9982;631.9982;15;794.46308;0;164.0365;254.90112;242.89737;85.29065;310.04087;772.24432;170.76691;178.53889;5.36995;296.85908;201.05295;118.16263;245.41441;213.78345;158.43959;202.59916;211.0304;501.88656;4.39584;-15.0018
611;808.10348;539.9982;649.9982;0;299.9982;631.9982;50;829.9982;649.9982;172.88381;241.70844;269.01687;77.76636;416.09473;772.40097;182.55113;200.07039;6.17768;348.02061;229.29512;96.18716;247.97088;201.77567;124.53332;141.44304;179.07356;411.30644;5.35642;-50.0018
612;101.76787;539.9982;649.9982;507.9982;299.9982;0;610;829.9982;649.9982;143.40912;204.27175;201.7948;88.49506;372.11625;796.05809;185.16453;161.37383;7.08445;282.90489;171.72604;116.01345;243.71149;217.73897;169.18733;148.53795;177.01617;366.24433;5.74923;-50.0018
613;999.9982;539.9982;213.26987;507.9982;299.9982;631.9982;15;0;649.9982;124.53567;186.88788;258.34306;95.16547;355.50179;660.67866;159.87713;220.86032;7.22886;285.39375;195.57481;117.02696;214.16473;188.54457;158.03164;196.77956;172.14561;411.54344;4.72752;234.9982
614;999.9982;146.94827;649.9982;0;0;631.9982;20;829.9982;649.9982;131.75822;245.3713;239.67535;97.60531;301.33028;778.07217;134.05893;161.82477;5.09161;284.2293;184.58081;113.71034;215.93441;207.98148;123.34371;165.76708;177.86559;503.54932;5.65205;229.9982
615;595.02904;539.9982;649.9982;0;299.9982;0;595;829.9982;649.9982;129.74613;227.36247;191.60496;87.33628;350.21484;698.46657;148.50792;171.48966;6.51694;302.16119;193.67292;107.70125;191.01405;248.24088;159.08886;193.37018;203.06229;429.35729;5.23318;-35.0018
616;999.9982;0;649.9982;507.9982;0;631.9982;-45;452.99804;649.9982;119.05451;247.83399;216.6928;108.60442;386.6156;680.64135;153.35897;158.87621;5.39783;328.06955;154.72963;96.53535;241.87955;198.0344;144.87666;173.04677;148.50176;494.64015;4.37505;294.9982
617;999.9982;539.9982;78.96001;507.9982;299.9982;631.9982;570;0;0;167.19725;247.58525;203.91254;87.10486;315.22375;584.92319;147.22093;177.91113;4.90432;321.21878;189.20117;85.60529;178.2206;169.36552;155.93962;191.10541;160.515;400.53924;5.40595;239.9982
618;999.9982;539.9982;295.05615;0;0;631.9982;5;829.9982;649.9982;163.16868;176.87229;195.28267;79.07764;401.6432;820.63228;151.50477;179.27312;6.40568;299.96886;196.34022;90.15367;231.89064;178.52957;160.66603;183.89317;160.75441;434.48552;4.22024;244.9982
619;999.9982;539.9982;365.83862;507.9982;299.9982;0;585;0;649.9982;147.66596;176.72635;234.37922;109.11206;299.43112;756.49998;138.86154;163.38125;6.39087;361.19062;178.86738;125.73594;183.21114;188.10557;163.18367;182.0764;212.51553;460.30709;4.35872;224.9982
620;0;539.9982;465.80344;507.9982;299.9982;631.9982;535;0;649.9982;129.01064;188.97447;215.74914;81.73451;332.05566;597.1698;134.81281;215.46729;5.75855;328.15079;188.46847;90.39358;166.83714;210.51094;133.24538;179.56289;178.65856;448.66102;3.99916;274.9982
621;999.9982;539.9982;649.9982;0;0;631.9982;580;296.56822;0;163.14586;178.78239;186.06048;92.20048;373.63169;647.50759;131.11139;177.08777;6.05207;366.44837;186.42582;93.03528;214.45684;219.72661;154.08897;147.01362;144.73152;364.55724;5.47526;229.9982
622;999.9982;539.9982;649.9982;0;299.9982;631.9982;585;174.31743;0;149.54724;167.14033;231.0626;68.68018;361.23512;674.06672;142.82336;168.60011;5.96649;286.37694;154.41115;98.37001;219.88741;227.796;129.74504;150.77572;136.43264;403.78214;4.0059;-25.0018
623;442.62103;539.9982;649.9982;507.9982;0;0;-20;829.9982;649.9982;148.85457;217.63709;221.43538;92.79126;298.43623;541.99946;124.43041;171.91913;5.46269;266.21927;193.44548;80.7902;155.53249;201.60115;105.37963;143.67709;137.48838;438.62706;3.90324;19.9982
624;999.9982;539.9982;0;507.9982;0;0;-25;394.60369;649.9982;134.20895;152.18109;179.53844;87.70253;322.33346;526.60228;119.06818;130.34749;5.44028;278.83309;152.41009;101.48286;180.4255;146.97935;129.73925;137.80355;131.6601;356.09135;4.21636;274.9982
625;999.9982;0;649.9982;507.9982;0;0;20;829.9982;326.67362;126.78342;198.87341;196.18726;68.77052;290.0332;524.74374;142.62326;171.49852;5.30539;247.81704;149.07061;91.07756;133.44066;197.98495;125.23454;116.05793;116.92858;342.99874;4.25246;-20.0018
626;999.9982;0;420.08467;0;299.9982;0;580;0;649.9982;117.3444;89.23032;188.2688;58.51071;239.78062;638.94245;200.74823;123.9775;4.47918;159.237;168.50069;70.85839;144.70144;136.13908;96.57617;144.41221;110.49605;321.52207;104.00651;229.9982
627;999.9982;539.9982;0;0;299.9982;0;605;690.94535;0;114.94063;182.53068;145.64903;80.12876;247.44999;548.327;127.14526;114.23006;4.40431;203.83119;122.1671;88.79155;157.73482;167.91438;97.67415;139.39357;142.73042;342.04504;3.2524;-45.0018
628;0;539.9982;649.9982;507.9982;0;0;570;178.41507;649.9982;105.34058;128.17054;130.74737;64.05926;294.36491;553.70534;118.33943;163.2855;5.29764;203.10179;162.1786;74.79341;151.03571;167.7866;115.1989;104.27531;153.17195;327.7435;3.30254;-10.0018
629;582.50271;539.9982;0;0;299.9982;631.9982;530;0;0;90.70441;147.66091;130.87952;76.16051;289.71998;503.73285;103.5574;146.43278;4.01125;196.99565;124.29715;87.38734;121.73635;142.69666;86.27849;121.97846;148.78617;281.38599;3.93588;279.9982
630;0;539.9982;258.54799;507.9982;299.9982;631.9982;555;0;0;116.75382;125.21088;189.84747;69.36527;226.8449;445.71509;127.46281;123.25689;4.68369;275.34876;157.414;86.55275;135.34165;172.96592;113.82101;131.80641;125.27695;356.93752;4.16853;254.9982
631;0;539.9982;649.9982;0;299.9982;631.9982;45;85.50632;649.9982;114.0067;164.51123;148.36669;60.57521;269.13408;613.59008;130.49416;158.38224;3.6634;252.00473;144.78563;83.58096;133.58177;157.49453;100.38171;128.27732;127.53206;252.25801;3.95609;204.9982
632;664.15126;539.9982;0;507.9982;0;631.9982;570;0;0;122.59833;151.70501;154.68687;72.11679;284.75039;540.80066;126.77294;119.35086;5.19937;291.40475;127.82927;80.03922;165.88969;197.76442;105.01197;118.2929;128.4651;295.80321;3.82516;239.9982
633;724.76833;0;649.9982;0;0;631.9982;20;829.9982;649.9982;148.56549;200.73019;171.30205;88.02109;287.45181;579.2106;153.14256;148.26474;4.40746;282.66181;137.9835;98.14522;184.88179;150.97348;98.77477;145.64063;163.31086;370.16567;4.76838;-20.0018
634;999.9982;539.9982;649.9982;507.9982;299.9982;0;25;489.95721;0;139.45232;185.60882;227.90719;90.30402;283.78439;600.12061;133.53313;160.9275;5.5139;347.39273;185.43621;99.86596;174.42025;205.16105;106.66842;170.43376;136.20604;407.00669;4.92269;224.9982
635;999.9982;539.9982;0;507.9982;299.9982;0;575;0;477.429;158.97846;213.49006;160.32777;72.83222;349.88302;568.98056;160.04549;174.58434;5.33027;318.42475;177.56883;87.40052;149.44687;221.21992;107.1541;153.005;174.32219;306.00069;5.15279;234.9982
636;0;539.9982;649.9982;0;299.9982;631.9982;605;228.26744;649.9982;146.67523;202.11861;209.11017;94.0978;313.06596;598.54145;123.79708;151.80245;5.90101;359.49528;171.25599;82.69448;217.54135;194.49942;101.64235;140.79939;166.84857;450.72632;4.94519;204.9982
637;999.9982;0;150.99292;507.9982;299.9982;631.9982;545;0;649.9982;151.37761;226.40477;175.94861;82.3161;362.19844;765.33856;119.77277;189.63988;5.62007;284.96776;187.52608;85.69948;184.75474;159.68837;148.00132;127.74043;142.01921;323.49399;3.95723;14.9982
638;0;0;649.9982;507.9982;299.9982;0;610;829.9982;639.36624;157.29617;186.98941;229.62829;91.14502;361.2651;560.29578;142.00673;173.21203;4.94822;305.34158;195.58598;102.91127;159.87753;202.28478;131.07578;139.65608;151.25547;364.01807;5.29302;199.9982
639;999.9982;539.9982;649.9982;507.9982;299.9982;0;585;12.16106;0;137.46131;195.33113;220.56283;69.52597;249.40968;735.40562;144.58361;156.9107;5.72419;281.92657;167.69898;77.19486;166.74115;155.59005;103.47737;171.04208;153.37157;303.79017;4.41183;-25.0018
640;0;539.9982;649.9982;0;0;0;540;709.24045;649.9982;117.73965;217.99402;167.03922;86.97663;261.52979;525.30168;123.3744;188.69041;5.47079;243.09565;192.5582;102.35023;182.84595;155.70946;139.23151;116.1536;137.70905;324.49593;5.1086;269.9982
641;0;539.9982;162.14082;507.9982;299.9982;0;535;829.9982;649.9982;143.72681;190.87597;197.61907;79.04919;308.18315;607.81692;117.79242;145.64147;5.71237;307.85778;161.73467;75.32466;146.56892;183.82031;135.61609;124.77797;188.26198;355.1196;5.03263;24.9982
642;967.08909;539.9982;0;507.9982;299.9982;631.9982;505;0;0;113.41553;157.59163;193.67504;82.92902;277.23427;703.64599;137.96949;174.23207;5.52468;346.66662;179.18108;96.40696;161.88037;166.65072;119.7638;137.24211;169.80466;454.3977;5.2107;304.9982
643;999.9982;0;261.1474;0;299.9982;631.9982;550;829.9982;0;118.85026;207.37751;200.26201;77.03513;351.92004;733.4461;162.13172;180.46257;4.84436;280.44673;182.02177;104.65583;191.21568;204.73163;109.6967;147.03673;139.73263;357.49496;4.62706;259.9982
644;691.30139;0;649.9982;507.9982;299.9982;0;55;829.9982;649.9982;158.14199;210.58402;231.3584;78.39153;368.98907;728.09707;124.84683;158.69455;4.55278;343.44958;145.40237;94.32954;185.43732;169.1062;106.81749;140.0438;171.72194;378.80344;4.47049;194.9982
