SUC;SO-·Bus 39/G-G1;SO-·Bus 37/G-G8;SO-·Bus 32/G-G3;SO-·Bus 34/G-G5;SO-·Bus 31/G-G2;SO-·Bus 33/G-G4;SO-·Bus 36/G-G7;SO-·Bus 38/G-G9;SO-·Bus 35/G-G6;SO-·Bus 25/L-Load_Bus_25;SO-·Bus 3/L-Load 3;SO-·Bus 39/L-Load_39;SO-·Bus 26/L-Load_26;SO-·Bus 12/L-Load_12;SO-·Bus 16/L-Load_16;SO-·Bus 7/L-Load_7;SO-·Bus 27/L-Load_27;SO-·Bus 31/L-Load 31;SO-·Bus 4/L-Load_4;SO-·Bus 29/L-Load_29;SO-·Bus 18/L-Load_18;SO-·Bus 24/L-Load_24;SO-·Bus 15/L-Load_15;SO-·Bus 28/L-Load_28;SO-·Bus 23/L-Load_23;SO-·Bus 20/L-Load_20;SO-·Bus 21/L-Load_21;SO-·Bus 8/L-Load_8;SO-·Bus 30/G-G10
SUC;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0
468;999.9982;539.9982;295.78737;0;299.9982;0;530;829.9982;0;148.82387;163.11004;221.90787;89.28734;316.63783;649.76132;143.42978;201.04027;5.13035;301.98847;177.45117;107.9131;221.48273;238.20701;117.75576;131.33915;145.40225;317.09638;3.98939;279.9982
469;999.9982;539.9982;0;507.9982;299.9982;0;510;145.29655;649.9982;154.574;216.07897;230.99817;79.80877;283.27943;685.32155;128.80019;155.58901;6.49409;355.94784;205.24914;117.51046;175.02304;222.80165;138.48636;180.36139;198.66847;335.77114;5.01902;299.9982
470;0;539.9982;279.22957;507.9982;299.9982;631.9982;25;829.9982;649.9982;155.94814;177.50873;194.56934;93.10069;286.08159;719.76542;170.11661;140.11443;6.4872;249.06366;182.18845;81.42675;200.49286;228.5151;132.53218;169.78168;149.89647;324.46194;3.86188;-25.0018
471;999.9982;0;30.67881;507.9982;0;0;570;829.9982;649.9982;122.70791;219.50621;205.534;71.25302;261.31109;692.84385;160.48825;144.14153;4.82174;238.19848;136.44428;111.61028;188.27164;165.5718;119.46897;118.76422;192.78395;349.78486;5.00434;-10.0018
472;999.9982;0;353.40532;0;299.9982;631.9982;580;0;549.9982;120.4502;164.44621;189.75138;83.37621;331.3553;594.08129;146.36177;184.89763;5.88606;322.26599;188.43765;98.56851;193.88906;199.96656;113.32242;140.49039;155.39721;333.98376;5.04017;229.9982
473;0;0;40.77861;508;0;632;600;830;650;120.52661;175.6689;197.13708;74.48677;306.80371;547.37121;125.07307;165.31201;4.87065;295.72953;166.49815;84.33579;212.57129;157.76954;98.41428;150.02907;130.97358;383.88006;5.27104;238.53209
474;0;0;50.77041;508;300;632;595;830;650;141.28656;199.98644;183.11795;96.49787;348.7685;715.18003;143.9545;156.40544;5.67016;284.24778;200.70653;95.57347;215.56679;158.00451;117.45586;165.4237;138.15946;335.45236;5.17798;238.35289
475;0;539.9982;159.72176;507.9982;299.9982;631.9982;585;829.9982;0;143.96808;190.72072;180.74366;90.32931;259.65819;712.69766;149.8756;166.01934;4.77698;311.61209;173.09259;115.78589;186.6196;198.88556;138.97571;171.89488;178.84476;326.07867;5.03204;224.9982
476;999.9982;0;649.9982;0;0;561.91309;35;829.9982;649.9982;127.80318;199.10639;159.67509;71.50254;283.21413;706.78004;156.1723;171.62034;5.73951;312.73151;167.6313;83.59781;183.3251;214.89823;144.42897;121.32837;157.03694;348.23915;4.6935;-35.0018
477;0;539.9982;649.9982;0;0;631.9982;40;794.02884;649.9982;134.14311;155.91888;174.12642;91.99545;312.84896;529.39114;112.79663;170.537;5.58374;298.86049;178.77826;106.53317;168.22748;172.86482;100.5796;153.35405;183.64217;391.78842;5.11907;209.9982
478;0;539.9982;649.9982;507.9982;299.9982;631.9982;20;556.84335;0;140.90177;152.65921;153.97735;88.37779;244.62902;715.12931;136.64718;137.41529;4.78667;270.4519;151.42923;78.57499;178.5393;200.61739;117.88359;154.22936;148.21785;290.01819;4.97065;229.9982
479;0;539.9982;34.24769;507.9982;299.9982;631.9982;610;829.9982;0;134.8846;206.66896;155.95758;83.92339;294.81725;523.73766;143.33426;130.21116;5.44353;318.44712;151.35778;70.18282;197.64236;175.19479;103.2482;129.35516;162.81842;346.82497;3.44949;-50.0018
480;551.54824;0;649.9982;0;0;0;520;829.9982;649.9982;140.77561;157.13446;207.66408;67.28113;265.09876;517.20884;110.7012;145.04685;4.98528;264.92762;122.66167;69.87236;186.67027;187.05235;101.75305;125.64184;124.52351;374.70267;4.28871;39.9982
481;0;539.9982;0;0;299.9982;631.9982;545;68.87763;649.9982;114.92735;142.97185;139.4822;62.42706;298.08273;529.47014;124.57307;130.93207;4.17316;284.02497;128;81.32402;134.23974;130.86116;82.10703;116.0998;153.12953;281.27738;3.93541;264.9982
482;999.9982;0;347.46077;507.9982;0;0;20;829.9982;0;89.72267;177.87252;171.801;77.21397;284.72271;523.38219;126.61169;140.03705;3.7449;203.00422;124.388;77.22361;165.9177;124.42006;103.30288;98.15536;131.9883;250.44638;3.94926;229.9982
483;0;539.9982;649.9982;507.9982;299.9982;0;575;285.24838;0;92.78444;121.46013;163.62571;72.04538;233.855;470.46401;89.98724;115.27439;4.58737;232.29672;140.61105;60.42544;160.77011;176.50963;99.97197;92.60677;115.57014;341.31012;3.34454;-15.0018
484;999.9982;0;227.66757;0;299.9982;631.9982;10;0;649.9982;91.89387;161.81132;181.75069;66.54871;206.78306;434.69899;119.02183;147.25111;3.88422;261.88793;155.41368;67.39497;142.98596;123.15485;85.61146;103.07125;144.57209;253.75599;3.08584;-10.0018
485;0;539.9982;490.06171;507.9982;0;631.9982;550;0;0;106.91119;123.97314;157.31642;66.07373;210.57659;461.59131;122.27839;149.49532;4.91396;228.32867;132.93222;71.6857;121.56683;145.57424;97.52587;125.24445;114.30179;232.25849;3.98456;9.9982
486;23.75019;539.9982;649.9982;0;0;0;10;829.9982;649.9982;94.74242;138.44133;139.71859;66.77506;277.12152;486.73231;127.30513;150.28064;3.86468;252.48989;108.48805;58.67319;163.43033;127.96445;108.73173;127.55826;138.52376;312.30676;2.88328;239.9982
487;999.9982;0;0;507.9982;0;0;610;113.94488;649.9982;99.0168;164.92959;156.66179;59.84366;212.50629;566.44148;99.82652;110.20209;4.16537;242.00147;106.66284;72.51631;150.64947;127.7326;86.59316;126.81276;118.82662;267.68991;3.33958;-50.0018
488;877.93703;539.9982;0;507.9982;299.9982;631.9982;-10;0;0;101.53482;148.64026;161.36604;70.33623;204.94692;460.89539;106.74905;136.02808;3.69526;273.3987;128.19598;80.07268;144.06312;178.39216;104.83993;107.75708;116.07991;270.75749;4.15171;9.9982
489;999.9982;539.9982;0;0;299.9982;0;-5;786.48204;649.9982;134.17965;130.55829;191.36199;66.86816;295.78437;565.24044;101.92249;152.32932;5.44539;266.6562;165.13469;78.2104;182.04152;150.32875;98.02921;129.24242;157.45619;337.32863;4.12092;4.9982
490;999.9982;539.9982;454.77616;0;0;631.9982;-30;0;649.9982;142.89918;167.9233;150.76533;77.01809;248.67736;708.17869;136.71392;170.74358;4.14829;292.30357;166.67461;70.7379;173.51187;190.79289;89.83906;156.12506;127.31265;379.48616;3.77394;279.9982
491;999.9982;539.9982;0;0;299.9982;631.9982;595;0;264.33736;143.52704;155.24477;163.31365;88.44419;345.2326;713.41981;110.9919;168.58864;5.7356;239.77024;152.41009;77.3009;173.5101;153.45436;108.46433;117.10208;181.99455;374.7412;3.55706;214.9982
492;369.88933;0;649.9982;507.9982;0;631.9982;25;829.9982;649.9982;135.62218;179.24893;212.08998;91.93421;296.04435;712.44435;144.46038;139.30167;5.55784;312.81095;147.34801;77.00473;204.92228;158.18287;101.40765;128.63433;185.32885;331.03412;5.14303;-25.0018
493;999.9982;539.9982;0;507.9982;299.9982;631.9982;520;0;173.54996;109.6119;222.53512;217.06097;71.71735;353.01495;739.11319;156.59923;165.72757;5.27079;254.42594;150.24369;87.02212;148.34684;184.56842;134.06951;153.09305;173.79637;311.01687;3.50315;39.9982
494;52.40712;0;649.9982;507.9982;0;0;565;829.9982;649.9982;106.21298;200.59049;150.81063;92.25164;282.11107;598.96043;152.87023;164.18792;5.32607;328.44004;175.49456;81.87697;169.07978;160.14929;98.05614;148.49847;129.62982;382.2011;5.02583;244.9982
495;0;539.9982;649.9982;0;0;0;585;639.20469;649.9982;123.68209;197.64195;182.49809;72.33754;308.61422;491.05274;107.26491;146.36793;4.45632;255.2468;154.204;69.83855;161.37324;167.3734;119.65594;124.11305;157.34275;376.97678;4.67196;224.9982
496;999.9982;0;649.9982;0;0;631.9982;55;421.11087;649.9982;110.74343;168.33002;143.74284;72.6514;278.19832;684.72194;150.28594;140.55872;5.89388;217.65355;173.35246;88.9506;145.32045;196.49786;106.92893;127.17914;126.73443;345.67989;3.94156;-55.0018
497;999.9982;539.9982;0;507.9982;0;631.9982;510;277.41305;0;114.746;206.0893;185.2671;75.24271;287.16027;666.8316;141.54788;156.1635;4.99086;257.22158;159.81407;102.14209;166.00841;209.46857;128.45782;126.176;123.39861;333.31753;4.40205;49.9982
498;999.9982;539.9982;0;0;299.9982;0;570;617.87369;649.9982;140.06379;182.09977;228.77255;70.30715;287.87008;655.49675;149.33876;147.37648;4.82304;320.01383;149.1023;109.44406;182.25483;213.58245;118.91499;137.55131;133.84878;361.0094;4.08605;-10.0018
499;0;539.9982;268.15871;507.9982;299.9982;0;605;829.9982;649.9982;128.62739;228.2224;183.13064;67.40877;276.92669;658.6061;159.17214;194.7847;5.56277;319.21489;156.21302;76.32667;214.71936;201.10754;116.37405;130.31479;156.10502;307.47257;4.1816;-45.0018
500;999.9982;0;291.10984;0;299.9982;631.9982;580;0;600.9982;105.14792;225.53271;205.16773;85.67019;322.02123;592.76318;148.90052;155.32989;6.07424;298.16805;173.55279;110.31571;157.02139;195.94;102.65062;345.20494;155.08514;221.12941;5.21809;229.9982
501;0;539.9982;0;0;299.9982;631.9982;555;529.0032;649.9982;127.9437;183.30849;192.63182;81.24585;316.12298;647.69407;141.23383;167.80631;5.78703;246.30048;184.00476;77.77565;172.42473;164.6424;99.30763;129.25578;162.91365;288.17902;4.56398;254.9982
502;0;539.9982;649.9982;0;299.9982;631.9982;50;201.2265;649.9982;132.68004;149.99405;152.59533;81.85375;268.22063;539.6639;152.87351;179.55166;5.66491;244.76027;183.96912;74.43615;152.93028;141.59177;103.54823;125.86032;130.24072;334.83636;4.75677;199.9982
503;999.9982;0;263.9097;0;299.9982;631.9982;570;0;649.9982;101.9528;163.26678;199.09426;69.81734;331.88663;601.5022;144.9401;129.57816;5.33094;302.54706;128.77037;101.46113;163.19396;171.05737;118.49926;134.91698;166.41102;300.24863;4.65392;-10.0018
504;0;540;587.79037;508;0;632;580;0;650;98.02001;200.41356;210.1586;60.09417;255.52511;646.34224;122.39333;173.98165;5.18225;300.43583;153.83807;83.08537;192.03297;138.96818;114.81409;125.06144;156.64462;368.55891;4.04624;-19.84975
505;999.9982;0;223.94971;0;299.9982;0;535;829.9982;0;96.31739;138.40319;143.45149;60.13621;276.10853;659.39867;104.78699;164.12342;3.80004;261.34266;142.14306;72.59828;155.2388;155.40787;99.77363;139.71115;166.17378;259.67529;3.32279;274.9982
506;999.9982;539.9982;313.83276;0;299.9982;631.9982;550;0;0;132.95968;192.52138;183.47685;61.10808;234.95761;615.99783;110.02721;161.72159;5.51122;289.50322;164.8607;91.96912;152.64879;187.57858;109.4885;128.73394;160.68672;293.4328;3.04615;9.9982
507;180.06166;539.9982;0;507.9982;299.9982;631.9982;595;0;0;109.02203;129.09601;165.11211;73.23681;218.61159;501.07418;104.98528;128.12221;4.20327;225.65836;163.61951;81.02654;138.59383;139.2149;84.96098;136.38355;133.48308;370.9913;4.43139;214.9982
508;0;539.9982;241.37622;0;299.9982;631.9982;515;0;649.9982;121.17993;172.59738;198.25555;71.66952;229.25322;574.94533;138.85606;114.30898;3.9474;243.43014;116.65049;75.47551;162.27722;182.74068;106.94772;147.61173;163.40743;284.2124;3.38822;294.9982
509;999.9982;539.9982;0;0;0;631.9982;530;0;250.98469;132.70738;136.31551;195.67676;61.32529;229.62662;636.37322;98.50025;171.77417;4.88211;240.87589;146.16112;75.21881;154.61253;189.25745;101.19529;108.86766;139.24974;342.45427;4.52053;279.9982
510;999.9982;539.9982;0;507.9982;299.9982;631.9982;10;167.93412;0;135.84427;165.53501;197.39272;75.09883;284.25826;529.60187;135.25851;125.7726;5.30545;313.83252;185.62708;100.05625;154.3666;155.65357;115.63442;159.76932;164.07216;323.87759;4.35271;239.9982
511;999.9982;539.9982;649.9982;507.9982;299.9982;0;515;143.17022;0;112.81277;170.61286;183.48563;84.81795;370.63076;602.89507;142.40387;169.64225;5.2086;345.19002;148.93132;110.66785;166.75917;200.16241;121.5428;183.2603;139.2743;366.54778;3.75431;44.9982
512;804.05115;539.9982;649.9982;0;0;0;540;829.9982;649.9982;178.18406;190.57878;208.0585;91.2651;416.98198;810.19741;153.5526;194.8133;6.31205;280.98602;204.21807;116.7967;242.18276;237.35481;126.97872;147.85973;192.20586;395.50362;6.02185;269.9982
513;999.9982;539.9982;0;507.9982;299.9982;0;545;658.92637;649.9982;182.52663;193.09993;237.2262;100.95792;381.82202;821.71862;165.67965;222.10163;6.49767;344.64628;225.34694;128.76397;180.94535;259.94666;120.58586;184.8883;223.94698;394.21542;4.4253;264.9982
514;884.80049;539.9982;649.9982;507.9982;0;0;30;829.9982;649.9982;131.54552;202.58188;211.54397;79.29927;352.31061;767.8762;159.65481;210.36709;6.14671;337.35597;189.51577;128.06847;259.35407;243.61772;163.10679;203.17109;200.23936;377.12981;5.35243;219.9982
515;999.9982;539.9982;649.9982;0;0;178.71284;610;829.9982;649.9982;181.59681;215.66077;223.86303;94.17156;343.7946;798.6497;151.83777;185.90684;6.44245;389.55516;200.64349;110.84435;223.35206;222.29707;157.16952;157.73424;205.3181;448.96004;4.47168;-50.0018
516;999.9982;453.80378;649.9982;0;0;631.9982;-15;829.9982;649.9982;192.67776;272.39067;206.56708;110.17468;402.26212;812.56967;157.30745;172.28251;5.28819;293.01498;230.00019;118.93185;263.42793;260.27496;125.68776;154.83549;194.25858;400.67938;5.60951;264.9982
517;999.9982;539.9982;562.46739;0;299.9982;631.9982;565;829.9982;0;150.22612;234.46728;229.86577;99.61236;446.23913;638.38367;142.12421;172.35309;5.63207;353.84498;235.54086;118.87708;250.39204;266.15288;149.643;179.40501;156.87339;502.61989;5.46205;-5.0018
518;999.9982;539.9982;0;507.9982;299.9982;631.9982;515;0;454.40473;137.61558;239.93716;266.8245;107.24812;317.69123;700.9843;179.62494;190.59087;7.53858;393.60241;215.11147;103.4128;181.74256;237.6437;129.63924;195.48996;159.90792;390.70592;5.87163;294.9982
519;999.9982;539.9982;649.9982;0;0;411.31288;-50;829.9982;649.9982;175.89857;201.57568;233.73399;89.54321;420.08958;624.96336;133.46226;219.44676;6.0972;329.16334;181.19865;111.32411;232.68726;256.12254;130.01602;153.98275;220.82021;521.44264;4.81882;299.9982
520;126.20788;0;650;508;0;632;580;830;650;171.2371;214.6913;194.51357;88.16767;320.03397;893.16337;132.54554;164.59542;7.60619;374.78252;188.52463;107.94407;186.65117;188.22719;143.06863;195.27959;188.08054;359.69863;4.92035;242.14174
521;999.9982;0;649.9982;507.9982;299.9982;0;595;829.9982;91.06237;136.69393;204.30397;203.34084;110.08335;367.8757;666.11281;163.71798;171.3076;6.84493;407.48353;225.51459;94.68483;216.01845;220.16257;147.45609;164.84302;195.52023;399.7772;5.18403;214.9982
522;999.9982;539.9982;299.85991;0;299.9982;631.9982;550;0;649.9982;148.98649;238.25024;258.05725;93.47875;412.0489;661.35945;170.2013;206.26497;5.55228;412.6264;176.66041;100.16162;177.84058;205.5671;132.29454;174.29935;208.67865;361.70069;4.85507;259.9982
523;999.9982;539.9982;649.9982;0;299.9982;631.9982;40;829.9982;109.69319;145.72923;228.51876;219.06557;111.96156;359.71215;716.15361;186.04492;164.57153;5.40677;397.3654;222.50237;110.79334;259.84285;194.18627;130.95141;181.18769;186.8747;399.94386;6.33996;209.9982
524;791.77713;539.9982;649.9982;0;0;0;535;829.9982;449.9982;127.11147;266.00498;221.3433;100.02975;375.00723;733.65536;154.63673;216.31319;7.15232;309.46899;220.90391;96.85549;175.38522;224.72579;151.14321;174.86977;219.45071;307.82016;6.14098;274.9982
525;999.9982;539.9982;649.9982;0;0;631.9982;-40;163.42972;649.9982;157.70863;202.18473;185.01426;91.12105;313.59845;589.33754;134.4063;173.38001;7.20521;328.22282;197.43256;106.12459;169.73051;171.78935;159.08412;152.65164;184.09327;480.76781;5.39373;289.9982
526;999.9982;539.9982;649.9982;0;299.9982;0;-25;538.85574;649.9982;133.13002;237.2685;212.6823;102.90979;322.95024;781.31423;135.20269;160.37082;5.80152;282.80967;167.4428;105.31256;166.10465;217.37591;147.23173;146.54822;206.25442;316.86965;4.24141;274.9982
527;80.78897;0;649.9982;507.9982;299.9982;631.9982;-50;829.9982;649.9982;122.61397;206.68514;218.99851;95.44003;380.93676;734.51901;115.77883;197.09389;5.7611;304.49216;156.01291;78.92346;170.90157;199.18362;141.24442;128.02531;148.19885;414.76593;4.72918;299.9982
528;0;539.9982;649.9982;0;299.9982;631.9982;590;817.08542;0;120.60635;191.03816;184.90007;91.08004;267.83588;542.60163;153.22199;189.28417;5.83843;284.67337;168.32776;80.13988;175.44721;190.79218;102.48386;126.09884;182.52942;368.41036;5.16806;-30.0018
529;0;539.9982;649.9982;507.9982;0;631.9982;535;359.33218;0;119.11099;170.47469;212.46516;63.75626;298.57653;517.88545;108.68673;169.52462;4.92465;231.21356;152.15457;90.52561;158.78178;161.248;123.04365;133.77528;138.55462;326.13487;4.78451;24.9982
530;0;539.9982;451.35059;0;0;631.9982;590;829.9982;0;102.20166;149.23584;195.7823;68.80919;277.22861;575.24747;147.64912;173.67632;5.57338;214.7944;138.38191;67.89362;189.09868;177.97088;115.03829;109.17115;173.7904;313.2147;4.60717;219.9982
531;999.9982;0;649.9982;0;0;631.9982;30;39.08443;649.9982;140.22606;177.52896;161.30225;82.70767;324.86835;478.78505;121.08915;166.86482;3.94316;248.90518;118.60648;71.08585;131.03976;177.77691;118.56155;154.73778;158.44642;317.67892;3.77335;219.9982
532;999.9982;539.9982;0;507.9982;299.9982;631.9982;35;0;66.61855;117.56148;144.00629;197.38984;83.79204;269.0959;679.83935;128.4084;125.61347;5.61887;232.82938;133.35964;98.84122;180.08019;145.38935;118.47763;147.58689;141.76464;278.52183;3.80432;214.9982
533;0;0;649.9982;0;299.9982;631.9982;30;788.47596;649.9982;116.79743;182.2777;178.79796;78.32752;271.88028;528.19185;116.44178;153.68014;5.49489;309.19212;152.45071;99.99765;159.54276;175.54193;98.35199;153.22674;149.55452;271.93087;4.67193;219.9982
534;999.9982;0;649.9982;507.9982;0;0;510;812.93392;0;125.99469;183.85914;203.40899;85.39393;275.92708;627.14854;118.29256;172.28235;5.01124;265.18285;145.24959;95.33039;138.74931;200.5319;124.70925;133.95785;173.77886;383.37564;3.51752;49.9982
535;999.9982;0;199.16024;507.9982;299.9982;631.9982;510;0;649.9982;160.73679;170.5727;167.90556;103.53369;271.88055;713.39703;120.7815;185.18048;5.22429;376.82519;169.66211;114.02167;161.52042;195.56606;109.40141;186.48068;171.36908;384.43308;5.19598;49.9982
536;999.9982;539.9982;649.9982;507.9982;0;0;45;829.9982;433.00776;173.79719;238.35886;189.2572;103.58681;394.7529;631.12473;135.11603;191.40201;6.89439;379.58072;164.74609;86.35701;218.81514;224.64678;136.57874;143.0753;200.19932;505.71367;4.43784;204.9982
537;999.9982;0;0;507.9982;299.9982;0;550;708.78809;649.9982;128.73365;183.94027;196.74588;111.93805;384.53394;622.00561;193.44477;186.7678;7.52326;291.85981;161.61128;95.04963;200.70211;265.46975;146.49631;193.01645;163.25396;360.40808;5.31304;259.9982
538;999.9982;539.9982;0;0;299.9982;631.9982;585;468.61061;649.9982;146.19593;269.32409;199.96294;98.01352;377.85882;634.68592;137.22629;196.52769;5.79302;376.68241;195.25533;132.34445;182.88149;221.46464;169.56882;153.08013;197.67265;370.321;4.3687;-25.0018
539;999.9982;112.9482;649.9982;507.9982;0;631.9982;-45;829.9982;649.9982;130.63087;184.4143;259.24646;88.41035;411.38446;807.50344;158.27108;230.25473;6.00688;341.11225;231.61349;118.44474;189.71701;213.30644;160.08728;192.4661;159.54369;408.36355;6.23269;44.9982
540;999.9982;290.45501;649.9982;0;299.9982;631.9982;25;829.9982;649.9982;147.08477;222.70081;203.04714;106.71119;389.56967;933.91903;190.51182;208.27998;7.44405;423.51561;224.53224;91.29877;241.01112;228.67281;171.31762;174.5807;170.31364;372.41173;5.28985;224.9982
541;999.9982;539.9982;649.9982;507.9982;0;54.06;-20;829.9982;649.9982;150.47533;191.1943;216.64222;82.68842;363.33045;835.31655;161.59882;181.01573;6.85385;403.79743;221.39062;93.78377;248.6117;271.97721;174.41478;195.07058;212.0547;378.37644;5.58535;269.9982
542;999.9982;0;649.9982;507.9982;299.9982;631.9982;540;60.83992;649.9982;146.35416;203.08634;233.31448;83.50314;384.50225;757.80212;145.73451;164.08629;5.47645;301.18386;231.88365;97.46388;229.75394;239.96467;135.11956;170.12046;216.40592;524.62718;4.95214;19.9982
543;999.9982;0;649.9982;507.9982;299.9982;115.69297;610;829.9982;649.9982;185.18795;245.04389;190.72288;89.45618;436.1099;742.07643;165.45945;181.90496;5.96925;412.84294;227.31915;126.49461;235.99456;259.63999;170.73274;145.30618;208.88176;488.71008;5.37728;-50.0018
544;0;539.9982;649.9982;507.9982;0;631.9982;580;829.9982;381.69203;142.94876;216.21265;220.46595;89.69217;337.50744;647.17751;192.41465;169.88351;5.28747;348.45401;184.97726;105.54867;238.086;264.02428;168.95632;195.90205;213.30818;519.92565;5.59395;229.9982
545;999.9982;539.9982;649.9982;0;0;631.9982;120.67324;829.9982;649.9982;174.95896;223.87246;201.94315;90.55988;368.85253;870.13985;174.36024;169.1209;7.26001;330.91219;209.82648;125.17926;220.19103;246.07166;114.96414;180.32173;179.09553;487.74669;4.69512;44.9982
546;999.9982;539.9982;649.9982;0;0;569.62605;25;829.9982;649.9982;145.85171;249.00547;259.6603;87.36909;398.46486;827.3815;151.93772;230.61272;7.02325;368.0684;172.54072;92.69267;225.38977;193.77609;152.96433;156.67549;206.30359;469.83672;6.04154;224.9982
547;999.9982;0;649.9982;507.9982;299.9982;631.9982;540;682.01909;0;159.99194;219.44321;225.66665;119.06853;379.10959;699.34161;135.29824;241.27645;5.41724;382.48043;175.03588;117.13943;199.7892;230.77646;142.92215;153.66112;191.78681;464.54306;4.3313;19.9982
548;238.22816;539.9982;649.9982;507.9982;299.9982;631.9982;50;829.9982;649.9982;183.71384;234.44126;267.14903;114.75511;429.42767;640.71232;144.69513;174.37734;5.23694;328.63293;201.64955;107.40669;239.47871;267.54284;166.00196;153.63475;195.86776;402.25277;5.99395;-50.0018
549;618.8801;539.9982;649.9982;0;299.9982;0;515;829.9982;649.9982;153.03534;212.9124;216.27564;97.69032;351.23045;696.50437;189.8038;203.55067;5.90981;339.25276;178.26746;94.06095;202.82693;196.3653;165.2707;179.62843;197.23498;383.33508;4.37587;44.9982
550;999.9982;0;649.9982;507.9982;299.9982;0;530;829.9982;205.64215;165.48794;225.36352;192.21808;84.16249;279.35569;684.17603;153.54466;209.08579;5.54099;344.83547;222.27537;97.72954;207.32027;225.70861;108.10624;136.02943;159.41676;468.68107;5.12277;29.9982
551;999.9982;539.9982;16.92987;507.9982;299.9982;631.9982;-50;0;649.9982;115.53843;200.01502;208.97626;86.6921;355.23327;748.52835;164.04063;157.4767;5.06234;321.43234;156.01696;80.3757;155.18629;227.40348;125.70011;151.08961;154.93011;402.45392;4.3696;299.9982
552;999.9982;539.9982;649.9982;0;0;0;35;793.88808;649.9982;147.69889;194.77261;225.69509;70.70425;271.23419;634.97428;118.63108;144.30604;5.87018;303.36764;200.04369;79.88668;193.22855;184.96253;137.80173;154.34251;174.58621;316.28854;4.24246;-35.0018
553;999.9982;539.9982;649.9982;0;99.9982;0;40;748.25794;0;119.36388;82.68783;158.73634;72.93241;306.91405;684.28289;257.64741;135.44911;6.14288;142.51364;130.34933;82.8508;174.32689;199.46498;136.69034;153.1616;170.6223;301.4823;4.24351;309.9982
554;999.9982;539.9982;240.05413;507.9982;299.9982;0;45;0;649.9982;98.99221;148.2684;190.3448;71.35684;308.96186;517.09043;135.38203;145.66195;4.67962;261.05493;124.31114;77.39974;196.09439;162.19707;100.05089;112.20727;128.1438;388.04416;4.32311;-45.0018
555;201.13199;0;649.9982;507.9982;299.9982;0;30;829.9982;649.9982;122.21376;163.67287;201.79019;59.47204;283.19705;523.28598;116.79942;166.54733;5.35062;293.89179;158.3193;74.39426;186.66583;193.62336;93.08451;153.05443;134.00405;390.10975;3.20364;219.9982
556;0;539.9982;552.93121;507.9982;299.9982;631.9982;550;0;0;102.60371;153.97506;149.53701;62.21896;251.86033;474.6847;108.24408;169.99579;5.37489;283.37193;171.35188;96.38161;144.29285;160.81799;90.03396;133.91815;159.21858;310.203;4.20278;9.9982
557;999.9982;539.9982;0;507.9982;0;631.9982;35;735.96521;0;126.23746;191.01219;162.36888;64.54711;329.33901;647.85057;106.89477;145.53723;4.26299;297.51597;152.85335;80.41969;145.45233;196.0449;105.94142;149.51853;164.25999;274.90877;4.02211;-35.0018
558;999.9982;0;649.9982;507.9982;299.9982;0;615;23.52563;649.9982;114.08543;187.75617;202.12893;94.42981;326.9872;713.00834;142.4196;140.75757;5.7366;307.11511;177.94913;92.75386;146.84718;206.16547;130.70814;125.84811;150.94246;348.43303;5.07238;-55.0018
559;999.9982;539.9982;0;507.9982;299.9982;0;610;244.82314;649.9982;122.8388;182.82292;186.27456;96.48481;300.59933;818.03826;175.0598;167.36587;4.97235;305.15589;200.93957;111.24776;219.51515;179.71479;152.04195;164.03248;183.09043;398.192;4.97107;199.9982
560;999.9982;71.97986;649.9982;0;0;631.9982;615;829.9982;649.9982;155.54254;238.08255;273.96545;105.43659;346.365;798.78401;180.46818;204.61221;6.134;344.9773;234.89512;95.45732;201.87851;208.91041;119.32869;157.28575;168.04181;462.85789;4.80182;-55.0018
561;999.9982;539.9982;514.02228;507.9982;299.9982;631.9982;-35;829.9982;0;167.10552;231.03811;211.731;116.49572;373.40255;909.31342;166.36416;189.4311;7.94123;348.86898;178.32329;133.54983;229.43661;209.13198;157.07635;189.26255;185.3881;475.93451;4.54235;284.9982
562;776.36298;0;649.9982;507.9982;299.9982;631.9982;25;829.9982;649.9982;170.56549;237.22204;235.67112;82.65821;449.14665;716.96166;185.36456;214.11725;7.77135;409.81663;191.8778;117.09701;246.78169;189.06868;168.02271;212.62035;190.94951;474.55779;5.96949;224.9982
563;957.40638;0;649.9982;0;299.9982;631.9982;585;829.9982;649.9982;178.45896;224.6673;206.54097;102.46026;387.75256;787.79884;195.48329;239.25411;6.46454;293.66027;227.44209;104.90048;256.11312;272.3042;137.80017;203.08453;194.28723;464.81811;6.32481;-25.0018
564;999.9982;539.9982;649.9982;507.9982;299.9982;631.9982;-50;701.81318;0;163.79584;217.0145;265.15062;87.09192;322.25696;646.98583;169.58238;212.75217;7.61101;407.41651;211.2862;99.59506;241.66638;262.67022;131.86008;201.17815;192.67491;400.36757;5.92111;49.9982
565;999.9982;0;649.9982;507.9982;299.9982;631.9982;610;339.51802;0;149.18273;244.53213;222.29846;81.25066;312.12476;652.69968;152.44468;182.02341;5.54802;327.92663;198.44654;111.08819;256.99821;230.73884;152.86174;172.64702;166.46664;532.44377;4.66988;199.9982
